CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment
15327,54,10,208.75,3,5,5,355,Consistent Buyers
15329,41,57,1049.7,4,3,2,432,Potential Loyalists
15330,62,13,714.96,3,5,3,353,Consistent Buyers
15332,486,35,1661.06,1,3,2,132,Inactive
15333,210,16,1028.56,1,4,2,142,Inactive
15334,165,98,350.82,2,2,4,224,Inactive
15335,55,35,170.22,3,3,5,335,Potential Loyalists
15339,245,86,574.07,1,2,3,123,Inactive
15341,82,17,2020.52,3,4,2,342,Potential Loyalists
15342,306,24,406.09,1,4,4,144,Inactive
15343,89,21,364.5,2,4,4,244,Potential Loyalists
15344,76,26,563.94,3,4,3,343,Consistent Buyers
15345,47,20,393.54,3,4,4,344,Consistent Buyers
15346,40,17,252.42000000000002,4,4,4,444,VIP
15347,486,5,201.60000000000002,1,5,5,155,Inactive
15348,74,9,158.04,3,5,5,355,Consistent Buyers
15349,219,71,463.90999999999997,1,2,4,124,Inactive
15350,698,5,115.65,1,5,5,155,Inactive
15351,14,219,1934.66,5,1,2,512,Inactive
15353,256,61,770.12,1,2,3,123,Inactive
15355,55,14,277.05,3,4,4,344,Consistent Buyers
15356,73,499,2718.03,3,1,1,311,Inactive
15358,2,551,8347.2,5,1,1,511,Inactive
15360,41,13,427.93,4,5,4,454,VIP
15361,363,7,418.92,1,5,4,154,Inactive
15363,667,16,326.0,1,4,4,144,Inactive
15364,216,29,913.19,1,4,3,143,Inactive
15365,27,114,2314.32,4,2,1,421,Inactive
15366,77,44,602.51,3,3,3,333,Potential Loyalists
15367,59,95,1877.59,3,2,2,322,Inactive
15368,23,4,446.94000000000005,4,5,4,454,VIP
15370,31,94,2386.05,4,2,1,421,Inactive
15372,139,27,2007.3999999999999,2,4,2,242,Potential Loyalists
15373,20,132,2415.91,4,1,1,411,Inactive
15374,278,3,168.0,1,5,5,155,Inactive
15376,42,116,1221.56,4,2,2,422,Inactive
15379,99,194,3703.29,2,1,1,211,Inactive
15380,48,36,1690.2600000000002,3,3,2,332,Potential Loyalists
15381,67,8,596.85,3,5,3,353,Consistent Buyers
15382,16,302,5955.71,5,1,1,511,Inactive
15384,171,41,642.41,2,3,3,233,Potential Loyalists
15385,42,12,316.88,4,5,4,454,VIP
15386,188,31,394.14,2,3,4,234,Potential Loyalists
15388,272,10,140.54,1,5,5,155,Inactive
15389,174,1,500.0,2,5,3,253,Potential Loyalists
15392,2,84,1535.53,5,2,2,522,Inactive
15393,18,12,231.86,5,5,5,555,VIP
15394,11,85,2183.54,5,2,1,521,Inactive
15395,327,7,107.45,1,5,5,155,Inactive
15396,114,14,288.18,2,4,4,244,Potential Loyalists
15397,291,6,94.0,1,5,5,155,Inactive
15398,18,73,1345.53,5,2,2,522,Inactive
15399,24,50,815.77,4,3,3,433,Potential Loyalists
15400,115,12,716.2,2,5,3,253,Potential Loyalists
15402,150,42,626.77,2,3,3,233,Potential Loyalists
15405,280,8,349.1,1,5,4,154,Inactive
15406,39,53,510.71000000000004,4,3,3,433,Potential Loyalists
15407,96,148,1046.74,2,1,2,212,Inactive
15408,266,34,267.18,1,3,4,134,Inactive
15410,86,122,3450.84,3,1,1,311,Inactive
15411,28,98,1348.93,4,2,2,422,Inactive
15412,173,10,190.53,2,5,5,255,Potential Loyalists
15414,11,39,774.9000000000001,5,3,3,533,Potential Loyalists
15415,315,47,559.61,1,3,3,133,Inactive
15416,156,192,3984.32,2,1,1,211,Inactive
15417,87,28,508.8,3,4,3,343,Consistent Buyers
15419,26,8,135.86,4,5,5,455,VIP
15421,1,53,950.36,5,3,2,532,Potential Loyalists
15422,325,6,97.7,1,5,5,155,Inactive
15423,334,2,43.5,1,5,5,155,Inactive
15424,256,17,383.34,1,4,4,144,Inactive
15426,21,275,1404.07,4,1,2,412,Inactive
15427,49,292,1430.54,3,1,2,312,Inactive
15428,17,6,93.78,5,5,5,555,VIP
15429,28,82,397.35,4,2,4,424,Inactive
15432,25,10,171.19,4,5,5,455,VIP
15433,67,41,533.3,3,3,3,333,Potential Loyalists
15434,109,55,1041.48,2,3,2,232,Potential Loyalists
15435,24,29,149.29,4,4,5,445,VIP
15436,14,291,1067.75,5,1,2,512,Inactive
15437,264,45,200.16,1,3,5,135,Inactive
15438,133,25,156.57999999999998,2,4,5,245,Potential Loyalists
15440,56,62,383.68,3,2,4,324,Inactive
15442,221,2,594.0,1,5,3,153,Inactive
15443,14,372,3213.59,5,1,1,511,Inactive
15444,10,214,1411.21,5,1,2,512,Inactive
15445,266,5,113.5,1,5,5,155,Inactive
15447,332,9,155.17,1,5,5,155,Inactive
15448,314,28,494.64,1,4,3,143,Inactive
15449,28,60,974.52,4,2,2,422,Inactive
15450,91,30,429.84,2,3,4,234,Potential Loyalists
15452,61,56,528.48,3,3,3,333,Potential Loyalists
15453,58,279,1371.77,3,1,2,312,Inactive
15454,364,25,179.1,1,4,5,145,Inactive
15456,342,58,434.59000000000003,1,2,4,124,Inactive
15457,264,58,237.07,1,2,5,125,Inactive
15458,27,7,161.64,4,5,5,455,VIP
15460,356,56,214.26,1,3,5,135,Inactive
15462,145,11,234.6,2,5,5,255,Potential Loyalists
15463,61,7,126.14,3,5,5,355,Consistent Buyers
15464,224,155,1044.65,1,1,2,112,Inactive
15465,5,97,7354.62,5,2,1,521,Inactive
15466,87,57,334.53,3,3,4,334,Potential Loyalists
15467,11,52,524.88,5,3,3,533,Potential Loyalists
15468,53,24,467.51,3,4,4,344,Consistent Buyers
15469,33,24,538.55,4,4,3,443,Consistent Buyers
15471,152,73,454.48,2,2,4,224,Inactive
15472,115,76,371.56,2,2,4,224,Inactive
15473,1,11,1771.2,5,5,2,552,Potential Loyalists
15475,79,29,454.10999999999996,3,4,4,344,Consistent Buyers
15478,42,44,1399.92,4,3,2,432,Potential Loyalists
15480,118,45,905.5,2,3,3,233,Potential Loyalists
15482,17,97,10879.76,5,2,1,521,Inactive
15483,268,84,225.26,1,2,5,125,Inactive
15484,20,187,3590.41,4,1,1,411,Inactive
15485,91,85,2564.5,2,2,1,221,Inactive
15488,124,2,91.32000000000001,2,5,5,255,Potential Loyalists
15489,6,50,1134.28,5,3,2,532,Potential Loyalists
15491,102,154,3100.09,2,1,1,211,Inactive
15492,30,35,659.4599999999999,4,3,3,433,Potential Loyalists
15493,151,289,1953.41,2,1,2,212,Inactive
15494,23,122,1280.58,4,1,2,412,Inactive
15497,19,15,1262.2,5,4,2,542,Potential Loyalists
15498,6,512,13316.4,5,1,1,511,Inactive
15500,20,68,1131.56,4,2,2,422,Inactive
15502,17,213,10384.93,5,1,1,511,Inactive
15503,364,66,141.04,1,2,5,125,Inactive
15504,83,13,52.83,3,5,5,355,Consistent Buyers
15505,54,97,3610.96,3,2,1,321,Inactive
15506,24,161,972.08,4,1,2,412,Inactive
15507,173,45,475.86,2,3,4,234,Potential Loyalists
15508,227,92,1000.27,1,2,2,122,Inactive
15510,332,1,250.0,1,5,4,154,Inactive
15511,13,158,900.53,5,1,3,513,Inactive
15512,157,7,121.0,2,5,5,255,Potential Loyalists
15513,6,308,14758.220000000001,5,1,1,511,Inactive
15514,14,166,4023.7200000000003,5,1,1,511,Inactive
15516,46,15,62.43,3,4,5,345,Consistent Buyers
15517,235,27,267.03,1,4,4,144,Inactive
15518,40,210,1921.55,4,1,2,412,Inactive
15520,121,18,343.5,2,4,4,244,Potential Loyalists
15521,36,185,3000.2,4,1,1,411,Inactive
15522,89,56,397.99,2,3,4,234,Potential Loyalists
15523,86,10,412.01000000000005,3,5,4,354,Consistent Buyers
15524,26,1,440.0,4,5,4,454,VIP
15525,19,156,734.37,5,1,3,513,Inactive
15526,183,4,148.44,2,5,5,255,Potential Loyalists
15527,20,162,2428.53,4,1,1,411,Inactive
15528,256,26,229.33,1,4,5,145,Inactive
15529,24,662,3962.6,4,1,1,411,Inactive
15530,23,107,1497.31,4,2,2,422,Inactive
15531,90,219,1972.39,2,1,2,212,Inactive
15532,27,251,1564.73,4,1,2,412,Inactive
15533,21,83,807.57,4,2,3,423,Inactive
15535,175,72,502.9,2,2,3,223,Inactive
15537,165,24,110.92,2,4,5,245,Potential Loyalists
15539,302,41,538.46,1,3,3,133,Inactive
15540,13,15,213.3,5,4,5,545,VIP
15541,116,29,85.13000000000001,2,4,5,245,Potential Loyalists
15543,290,28,127.86,1,4,5,145,Inactive
15544,3,259,3546.71,5,1,1,511,Inactive
15545,56,80,288.96999999999997,3,2,4,324,Inactive
15547,32,695,4910.6,4,1,1,411,Inactive
15549,79,114,1681.46,3,2,2,322,Inactive
15550,39,61,575.63,4,2,3,423,Inactive
15551,275,29,436.06,1,4,4,144,Inactive
15552,189,17,90.12,2,4,5,245,Potential Loyalists
15553,62,55,428.93,3,3,4,334,Potential Loyalists
15554,161,14,217.2,2,4,5,245,Potential Loyalists
15555,1,887,4794.86,5,1,1,511,Inactive
15556,26,31,279.77,4,3,4,434,Potential Loyalists
15557,30,19,468.91,4,4,4,444,VIP
15561,13,27,800.59,5,4,3,543,Consistent Buyers
15562,353,1,134.55,1,5,5,155,Inactive
15563,24,113,1400.44,4,2,2,422,Inactive
15565,52,8,173.16,3,5,5,355,Consistent Buyers
15567,20,7,186.01,4,5,5,455,VIP
15568,46,53,758.29,3,3,3,333,Potential Loyalists
15569,40,31,1375.71,4,3,2,432,Potential Loyalists
15570,12,319,4148.82,5,1,1,511,Inactive
15571,13,57,650.4300000000001,5,3,3,533,Potential Loyalists
15572,27,212,2533.42,4,1,1,411,Inactive
15573,87,97,591.1899999999999,3,2,3,323,Inactive
15574,179,152,675.64,2,1,3,213,Inactive
15576,303,43,921.37,1,3,3,133,Inactive
15577,34,39,258.88,4,3,4,434,Potential Loyalists
15578,164,13,127.1,2,5,5,255,Potential Loyalists
15579,304,48,327.6,1,3,4,134,Inactive
15581,33,147,3675.77,4,1,1,411,Inactive
15582,26,44,682.9100000000001,4,3,3,433,Potential Loyalists
15584,25,122,720.86,4,1,3,413,Inactive
15585,178,31,455.3,2,3,4,234,Potential Loyalists
15587,32,9,913.6800000000001,4,5,3,453,Consistent Buyers
15589,257,29,478.53000000000003,1,4,4,144,Inactive
15592,48,24,388.58,3,4,4,344,Consistent Buyers
15593,72,5,199.8,3,5,5,355,Consistent Buyers
15594,17,103,1771.78,5,2,2,522,Inactive
15596,97,77,1406.59,2,2,2,222,Inactive
15597,244,22,324.57,1,4,4,144,Inactive
15598,55,14,240.68,3,4,5,345,Consistent Buyers
15599,28,52,761.74,4,3,3,433,Potential Loyalists
15601,13,410,6776.56,5,1,1,511,Inactive
15602,23,47,1297.8700000000001,4,3,2,432,Potential Loyalists
15603,80,2,48.480000000000004,3,5,5,355,Consistent Buyers
15604,54,17,216.39,3,4,5,345,Consistent Buyers
15605,32,67,1198.23,4,2,2,422,Inactive
15606,3,77,2920.16,5,2,1,521,Inactive
15607,163,13,104.76,2,5,5,255,Potential Loyalists
15608,30,60,1093.68,4,2,2,422,Inactive
15609,127,16,298.48,2,4,4,244,Potential Loyalists
15610,53,6,112.46000000000001,3,5,5,355,Consistent Buyers
15611,11,43,1591.45,5,3,2,532,Potential Loyalists
15612,92,6,195.15,2,5,5,255,Potential Loyalists
15615,12,423,10399.74,5,1,1,511,Inactive
15618,124,45,776.851,2,3,3,233,Potential Loyalists
15619,12,3,336.40000000000003,5,5,4,554,VIP
15620,58,100,1553.18,3,2,2,322,Inactive
15621,13,16,1293.03,5,4,2,542,Potential Loyalists
15622,45,185,3709.56,3,1,1,311,Inactive
15623,142,19,301.03,2,4,4,244,Potential Loyalists
15624,118,34,588.13,2,3,3,233,Potential Loyalists
15625,105,64,1534.26,2,2,2,222,Inactive
15626,76,49,675.8,3,3,3,333,Potential Loyalists
15628,26,155,2870.2400000000002,4,1,1,411,Inactive
15630,47,60,1186.35,3,2,2,322,Inactive
15632,17,167,3285.31,5,1,1,511,Inactive
15634,19,15,243.55,5,4,5,545,VIP
15636,32,25,724.76,4,4,3,443,Consistent Buyers
15637,54,15,223.36,3,4,5,345,Consistent Buyers
15639,136,25,425.32,2,4,4,244,Potential Loyalists
15640,18,476,12416.11,5,1,1,511,Inactive
15641,107,119,1887.2,2,2,2,222,Inactive
15643,311,33,664.0,1,3,3,133,Inactive
15644,168,232,803.54,2,1,3,213,Inactive
15645,20,52,612.01,4,3,3,433,Potential Loyalists
15646,160,35,447.64000000000004,2,3,4,234,Potential Loyalists
15648,206,24,639.5,1,4,3,143,Inactive
15649,163,2,816.0,2,5,3,253,Potential Loyalists
15651,262,32,646.3,1,3,3,133,Inactive
15652,93,21,337.74,2,4,4,244,Potential Loyalists
15653,117,6,877.4399999999999,2,5,3,253,Potential Loyalists
15654,11,21,922.53,5,4,3,543,Consistent Buyers
15655,68,34,560.67,3,3,3,333,Potential Loyalists
15656,47,47,748.5,3,3,3,333,Potential Loyalists
15657,24,1,30.0,4,5,5,455,VIP
15658,199,48,1024.1000000000001,1,3,2,132,Inactive
15659,45,11,306.45,3,5,4,354,Consistent Buyers
15660,27,90,1600.86,4,2,2,422,Inactive
15661,224,5,309.8,1,5,4,154,Inactive
15663,108,9,138.14,2,5,5,255,Potential Loyalists
15664,52,17,386.43,3,4,4,344,Consistent Buyers
15665,68,115,2222.21,3,2,1,321,Inactive
15667,41,13,301.32,4,5,4,454,VIP
15668,189,1,76.32000000000001,2,5,5,255,Potential Loyalists
15669,42,33,684.34,4,3,3,433,Potential Loyalists
15670,298,12,173.05,1,5,5,155,Inactive
15671,20,78,2657.13,4,2,1,421,Inactive
15673,2,138,2726.23,5,1,1,511,Inactive
15674,67,114,2446.6,3,2,1,321,Inactive
15675,83,21,323.69,3,4,4,344,Consistent Buyers
15676,20,202,3435.76,4,1,1,411,Inactive
15677,51,33,657.23,3,3,3,333,Potential Loyalists
15678,54,12,352.7,3,5,4,354,Consistent Buyers
15679,26,110,781.28,4,2,3,423,Inactive
15680,11,78,1333.68,5,2,2,522,Inactive
15681,27,53,1426.16,4,3,2,432,Potential Loyalists
15683,119,10,193.75,2,5,5,255,Potential Loyalists
15687,25,166,2993.1,4,1,1,411,Inactive
15689,3,9,254.1,5,5,4,554,VIP
15690,102,19,239.76,2,4,5,245,Potential Loyalists
15691,341,2,136.8,1,5,5,155,Inactive
15692,30,12,191.04,4,5,5,455,VIP
15694,27,78,6479.4,4,2,1,421,Inactive
15695,268,22,409.98,1,4,4,144,Inactive
15696,81,168,2711.11,3,1,1,311,Inactive
15699,19,18,309.65,5,4,4,544,VIP
15700,174,86,696.68,2,2,3,223,Inactive
15701,75,230,1529.0,3,1,2,312,Inactive
15703,266,5,211.5,1,5,5,155,Inactive
15704,128,117,2293.62,2,2,1,221,Inactive
15705,203,6,143.1,1,5,5,155,Inactive
15706,77,55,1060.56,3,3,2,332,Potential Loyalists
15707,45,205,916.98,3,1,3,313,Inactive
15708,42,273,3235.25,4,1,1,411,Inactive
15709,342,6,133.25,1,5,5,155,Inactive
15712,11,53,1072.3600000000001,5,3,2,532,Potential Loyalists
15713,145,19,356.7,2,4,4,244,Potential Loyalists
15714,13,34,330.03000000000003,5,3,4,534,Potential Loyalists
15716,147,117,1101.1100000000001,2,2,2,222,Inactive
15717,236,7,150.3,1,5,5,155,Inactive
15719,153,931,5030.07,2,1,1,211,Inactive
15720,26,128,598.73,4,1,3,413,Inactive
15721,13,84,471.40000000000003,5,2,4,524,Inactive
15722,110,67,2211.21,2,2,1,221,Inactive
15723,425,38,190.7,1,3,5,135,Inactive
15724,203,11,218.25,1,5,5,155,Inactive
15725,17,32,415.25,5,3,4,534,Potential Loyalists
15727,10,301,5159.06,5,1,1,511,Inactive
15729,36,5,85.0,4,5,5,455,VIP
15730,124,70,1120.88,2,2,2,222,Inactive
15732,36,14,294.12,4,4,4,444,VIP
15733,311,10,162.3,1,5,5,155,Inactive
15734,116,26,1339.45,2,4,2,242,Potential Loyalists
15737,16,71,1188.1200000000001,5,2,2,522,Inactive
15738,20,173,4812.42,4,1,1,411,Inactive
15739,245,8,449.12,1,5,4,154,Inactive
15740,51,9,154.88,3,5,5,355,Consistent Buyers
15743,18,86,775.96,5,2,3,523,Inactive
15744,79,3,34.8,3,5,5,355,Consistent Buyers
15745,21,62,1094.59,4,2,2,422,Inactive
15746,136,28,196.88,2,4,5,245,Potential Loyalists
15747,14,90,946.64,5,2,2,522,Inactive
15748,42,20,144.36,4,4,5,445,VIP
15749,40,10,44534.3,4,5,1,451,Inactive
15750,16,291,2463.05,5,1,1,511,Inactive
15752,41,405,2626.6,4,1,1,411,Inactive
15753,131,1,79.2,2,5,5,255,Potential Loyalists
15754,53,28,458.57,3,4,4,344,Consistent Buyers
15755,2,141,2364.25,5,1,1,511,Inactive
15756,65,191,528.01,3,1,3,313,Inactive
15757,189,45,714.42,2,3,3,233,Potential Loyalists
15758,26,9,205.25,4,5,5,455,VIP
15759,220,7,253.04,1,5,4,154,Inactive
15762,79,37,583.75,3,3,3,333,Potential Loyalists
15763,79,61,1086.92,3,2,2,322,Inactive
15764,1,180,3279.97,5,1,1,511,Inactive
15766,184,11,315.06,2,5,4,254,Potential Loyalists
15768,117,27,621.8299999999999,2,4,3,243,Potential Loyalists
15769,42,130,56252.72,4,1,1,411,Inactive
15773,243,10,635.6800000000001,1,5,3,153,Inactive
15774,304,25,270.8,1,4,4,144,Inactive
15775,129,7,104.9,2,5,5,255,Potential Loyalists
15776,135,18,241.62,2,4,5,245,Potential Loyalists
15777,7,21,1047.11,5,4,2,542,Potential Loyalists
15780,37,29,475.28000000000003,4,3,4,434,Potential Loyalists
15781,27,20,345.46,4,4,4,444,VIP
15782,11,43,2614.7400000000002,5,3,1,531,Inactive
15783,12,14,246.3,5,4,5,545,VIP
15785,153,83,2328.9700000000003,2,2,1,221,Inactive
15786,48,266,4919.0,3,1,1,311,Inactive
15787,28,200,933.26,4,1,2,412,Inactive
15789,360,25,351.3,1,4,4,144,Inactive
15790,12,34,218.75,5,3,5,535,Potential Loyalists
15791,45,75,1612.69,3,2,2,322,Inactive
15793,16,12,965.61,5,5,2,552,Potential Loyalists
15795,151,42,610.01,2,3,3,233,Potential Loyalists
15796,19,132,2708.61,5,1,1,511,Inactive
15797,97,8,2207.4,2,5,1,251,Inactive
15799,77,98,884.14,3,2,3,323,Inactive
15800,109,117,696.89,2,2,3,223,Inactive
15801,48,64,1063.95,3,2,2,322,Inactive
15802,144,1,451.42,2,5,4,254,Potential Loyalists
15803,53,8,415.82000000000005,3,5,4,354,Consistent Buyers
15804,13,263,4206.39,5,1,1,511,Inactive
15805,25,299,5488.18,4,1,1,411,Inactive
15806,48,31,784.58,3,3,3,333,Potential Loyalists
15807,52,48,903.9,3,3,3,333,Potential Loyalists
15808,192,195,3651.27,1,1,1,111,Inactive
15809,70,35,515.77,3,3,3,333,Potential Loyalists
15810,80,89,1391.98,3,2,2,322,Inactive
15811,24,133,2218.62,4,1,1,411,Inactive
15812,34,41,1801.14,4,3,2,432,Potential Loyalists
15813,209,40,1303.9099999999999,1,3,2,132,Inactive
15814,18,72,1945.33,5,2,2,522,Inactive
15815,36,49,2100.6,4,3,1,431,Inactive
15819,51,123,1905.45,3,1,2,312,Inactive
15820,321,17,206.98,1,4,5,145,Inactive
15821,46,62,570.96,3,2,3,323,Inactive
15822,182,33,885.47,2,3,3,233,Potential Loyalists
15823,667,1,15.0,1,5,5,155,Inactive
15825,174,20,532.94,2,4,3,243,Potential Loyalists
15826,58,68,1654.31,3,2,2,322,Inactive
15827,75,115,1836.0900000000001,3,2,2,322,Inactive
15829,142,51,636.14,2,3,3,233,Potential Loyalists
15830,303,39,576.0,1,3,3,133,Inactive
15831,1,66,794.64,5,2,3,523,Inactive
15832,256,54,836.79,1,3,3,133,Inactive
15834,72,269,2225.15,3,1,1,311,Inactive
15835,46,50,954.09,3,3,2,332,Potential Loyalists
15836,52,10,137.37,3,5,5,355,Consistent Buyers
15837,184,24,391.98,2,4,4,244,Potential Loyalists
15838,13,167,33643.08,5,1,1,511,Inactive
15839,82,62,1048.49,3,2,2,322,Inactive
15840,1,27,355.56,5,4,4,544,VIP
15841,74,47,1224.06,3,3,2,332,Potential Loyalists
15843,100,8,118.95000000000002,2,5,5,255,Potential Loyalists
15844,48,11,130.73999999999998,3,5,5,355,Consistent Buyers
15845,19,138,3711.77,5,1,1,511,Inactive
15847,290,22,389.27,1,4,4,144,Inactive
15850,21,93,234.88,4,2,5,425,Inactive
15852,188,22,160.71,2,4,5,245,Potential Loyalists
15853,53,30,110.8,3,3,5,335,Potential Loyalists
15854,88,138,2969.12,3,1,1,311,Inactive
15855,96,80,712.24,2,2,3,223,Inactive
15856,34,628,16143.64,4,1,1,411,Inactive
15857,20,14,297.0,4,4,4,444,VIP
15858,17,188,1427.57,5,1,2,512,Inactive
15860,42,139,965.16,4,1,2,412,Inactive
15861,14,540,3146.92,5,1,1,511,Inactive
15862,114,147,832.88,2,1,3,213,Inactive
15863,27,18,68.84,4,4,5,445,VIP
15864,24,20,1936.3200000000002,4,4,2,442,Potential Loyalists
15865,2,40,895.13,5,3,3,533,Potential Loyalists
15866,103,43,211.89,2,3,5,235,Potential Loyalists
15867,24,459,3810.14,4,1,1,411,Inactive
15869,160,15,149.64,2,4,5,245,Potential Loyalists
15870,153,74,351.44,2,2,4,224,Inactive
15872,16,108,316.25,5,2,4,524,Inactive
15874,129,120,4405.88,2,1,1,211,Inactive
15877,19,126,490.33,5,1,3,513,Inactive
15880,578,96,329.03000000000003,1,2,4,124,Inactive
15881,314,29,501.39000000000004,1,3,3,133,Inactive
15882,200,23,516.36,1,4,3,143,Inactive
15883,152,49,396.48,2,3,4,234,Potential Loyalists
15885,124,18,379.35,2,4,4,244,Potential Loyalists
15886,62,12,181.09,3,5,5,355,Consistent Buyers
15888,82,12,168.31,3,5,5,355,Consistent Buyers
15889,187,85,420.07,2,2,4,224,Inactive
15891,228,60,511.68,1,2,3,123,Inactive
15894,255,37,258.25,1,3,4,134,Inactive
15895,151,11,179.17,2,5,5,255,Potential Loyalists
15897,196,22,208.59,1,4,5,145,Inactive
15898,121,84,1383.83,2,2,2,222,Inactive
15899,547,4,56.25,1,5,5,155,Inactive
15900,25,47,337.28,4,3,4,434,Potential Loyalists
15901,18,111,351.73,5,2,4,524,Inactive
15903,11,74,5126.76,5,2,1,521,Inactive
15904,333,30,164.68,1,3,5,135,Inactive
15906,21,150,1567.69,4,1,2,412,Inactive
15907,178,226,882.72,2,1,3,213,Inactive
15909,175,7,191.94,2,5,5,255,Potential Loyalists
15910,17,266,1228.88,5,1,2,512,Inactive
15912,180,19,264.62,2,4,4,244,Potential Loyalists
15916,18,151,1502.8600000000001,5,1,2,512,Inactive
15917,190,12,123.1,1,5,5,155,Inactive
15918,273,40,334.23,1,3,4,134,Inactive
15919,21,122,525.69,4,1,3,413,Inactive
15920,126,60,167.5,2,2,5,225,Inactive
15921,174,24,323.03000000000003,2,4,4,244,Potential Loyalists
15922,698,11,369.5,1,5,4,154,Inactive
15923,667,21,127.08,1,4,5,145,Inactive
15925,196,12,207.15,1,5,5,155,Inactive
15930,276,21,426.63,1,4,4,144,Inactive
15932,2,115,2495.87,5,2,1,521,Inactive
15933,23,74,1107.46,4,2,2,422,Inactive
15935,7,12,416.86,5,5,4,554,VIP
15937,184,7,145.35,2,5,5,255,Potential Loyalists
15938,114,18,404.58,2,4,4,244,Potential Loyalists
15939,5,76,6115.01,5,2,1,521,Inactive
15940,343,1,35.8,1,5,5,155,Inactive
15942,135,14,337.44,2,4,4,244,Potential Loyalists
15944,130,6,325.1,2,5,4,254,Potential Loyalists
15945,455,2,181.0,1,5,5,155,Inactive
15947,84,29,1708.24,3,3,2,332,Potential Loyalists
15948,45,60,955.24,3,2,2,322,Inactive
15949,18,19,364.72,5,4,4,544,VIP
15950,80,97,1744.71,3,2,2,322,Inactive
15951,287,41,708.22,1,3,3,133,Inactive
15952,183,84,781.91,2,2,3,223,Inactive
15953,6,97,1657.28,5,2,2,522,Inactive
15955,26,183,4416.26,4,1,1,411,Inactive
15957,122,42,428.89,2,3,4,234,Potential Loyalists
15958,76,7,104.35,3,5,5,355,Consistent Buyers
15963,21,28,470.76,4,4,4,444,VIP
15965,19,111,808.87,5,2,3,523,Inactive
15967,25,80,397.68,4,2,4,424,Inactive
15969,51,20,666.1,3,4,3,343,Consistent Buyers
15970,100,11,314.1,2,5,4,254,Potential Loyalists
15971,2,35,4199.85,5,3,1,531,Inactive
15973,486,4,307.82000000000005,1,5,4,154,Inactive
15974,6,176,3442.15,5,1,1,511,Inactive
15975,86,24,371.01,3,4,4,344,Consistent Buyers
15976,167,96,427.64,2,2,4,224,Inactive
15977,19,65,1054.73,5,2,2,522,Inactive
15978,79,49,1098.78,3,3,2,332,Potential Loyalists
15980,2,43,2398.86,5,3,1,531,Inactive
15981,7,97,3408.48,5,2,1,521,Inactive
15983,23,112,1465.12,4,2,2,422,Inactive
15984,72,258,2780.63,3,1,1,311,Inactive
15985,125,37,1142.42,2,3,2,232,Potential Loyalists
15986,91,14,168.12,2,4,5,245,Potential Loyalists
15987,14,128,1432.77,5,1,2,512,Inactive
15988,21,26,156.78,4,4,5,445,VIP
15990,46,52,792.11,3,3,3,333,Potential Loyalists
15992,182,3,41.989999999999995,2,5,5,255,Potential Loyalists
15993,18,543,2777.67,5,1,1,511,Inactive
15994,56,32,414.27,3,3,4,334,Potential Loyalists
15996,2,127,1032.58,5,1,2,512,Inactive
15998,89,504,3080.22,2,1,1,211,Inactive
16000,152,9,12393.7,2,5,1,251,Inactive
16003,61,103,2735.37,3,2,1,321,Inactive
16005,14,201,578.71,5,1,3,513,Inactive
16006,6,8,101.4,5,5,5,555,VIP
16007,5,381,1693.81,5,1,2,512,Inactive
16008,25,33,478.78,4,3,4,434,Potential Loyalists
16009,24,82,972.11,4,2,2,422,Inactive
16010,129,79,392.4,2,2,4,224,Inactive
16011,3,210,3352.96,5,1,1,511,Inactive
16012,156,94,1415.29,2,2,2,222,Inactive
16013,3,139,37130.6,5,1,1,511,Inactive
16014,65,138,646.83,3,1,3,313,Inactive
16015,28,181,704.55,4,1,3,413,Inactive
16016,16,224,1465.51,5,1,2,512,Inactive
16017,49,32,211.88,3,3,5,335,Potential Loyalists
16018,5,28,408.90000000000003,5,4,4,544,VIP
16019,48,160,3786.2400000000002,3,1,1,311,Inactive
16020,18,46,851.01,5,3,3,533,Potential Loyalists
16022,262,71,602.63,1,2,3,123,Inactive
16023,48,101,719.81,3,2,3,323,Inactive
16024,14,63,251.03,5,2,4,524,Inactive
16025,61,28,439.65999999999997,3,4,4,344,Consistent Buyers
16026,45,32,236.09,3,3,5,335,Potential Loyalists
16027,70,16,934.62,3,4,2,342,Potential Loyalists
16029,31,241,80850.84,4,1,1,411,Inactive
16030,284,29,331.24,1,3,4,134,Inactive
16031,124,98,547.9,2,2,3,223,Inactive
16033,6,1128,8778.82,5,1,1,511,Inactive
16034,40,22,437.7,4,4,4,444,VIP
16036,89,55,758.92,2,3,3,233,Potential Loyalists
16037,131,39,855.02,2,3,3,233,Potential Loyalists
16038,179,26,471.78000000000003,2,4,4,244,Potential Loyalists
16040,150,65,1313.55,2,2,2,222,Inactive
16041,91,6,3166.4,2,5,1,251,Inactive
16042,23,70,1177.47,4,2,2,422,Inactive
16043,6,39,773.99,5,3,3,533,Potential Loyalists
16045,3,83,1340.7,5,2,2,522,Inactive
16048,698,8,256.44,1,5,4,154,Inactive
16049,42,299,1074.81,4,1,2,412,Inactive
16050,175,10,137.9,2,5,5,255,Potential Loyalists
16052,56,34,362.06,3,3,4,334,Potential Loyalists
16053,94,84,1511.95,2,2,2,222,Inactive
16054,147,70,783.9,2,2,3,223,Inactive
16055,281,8,134.8,1,5,5,155,Inactive
16056,47,66,650.75,3,2,3,323,Inactive
